job_id,label,S1_Act,S1_Time,S1_Lat,S1_Lon,S1_Val,S2_Act,S2_Time,S2_Lat,S2_Lon,S2_Val,S3_Act,S3_Time,S3_Lat,S3_Lon,S3_Val,S4_Act,S4_Time,S4_Lat,S4_Lon,S4_Val,S5_Act,S5_Time,S5_Lat,S5_Lon,S5_Val,S6_Act,S6_Time,S6_Lat,S6_Lon,S6_Val,S7_Act,S7_Time,S7_Lat,S7_Lon,S7_Val,S8_Act,S8_Time,S8_Lat,S8_Lon,S8_Val,S9_Act,S9_Time,S9_Lat,S9_Lon,S9_Val,S10_Act,S10_Time,S10_Lat,S10_Lon,S10_Val
job-4501f47f,0,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.12646635370983572,0.5405851513898614,0.0,3.0,0.2321921328038203,0.12646635370983572,0.5405851513898614,0.8333333333333334,3.0,0.09103513378520141,0.12646635370983572,0.5405851513898614,0.888888888888889,3.0,0.14911441697856354,0.12646635370983572,0.5405851513898614,0.5888888888888889,3.0,0.10655449258584684,0.12646635370983572,0.5405851513898614,0.45555555555555555,3.0,0.05775196127405657,0.12646635370983572,0.5405851513898614,0.43333333333333335,4.0,0.1597202345414092,0.12646635370983572,0.5405851513898614,0.02060546875,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-fef1bae4,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.43679995039916375,0.9242686380848677,0.0,3.0,0.41107197525239764,0.43679995039916375,0.9242686380848677,0.6888888888888889,3.0,0.31928392100240194,0.43679995039916375,0.9242686380848677,0.7555555555555555,3.0,0.3295881566429961,0.43679995039916375,0.9242686380848677,0.888888888888889,3.0,0.3265152355418728,0.43679995039916375,0.9242686380848677,0.5222222222222223,3.0,0.37382685363690255,0.43679995039916375,0.9242686380848677,0.6111111111111112,3.0,0.3625323143650728,0.43679995039916375,0.9242686380848677,0.4,4.0,0.1597202345414092,0.43679995039916375,0.9242686380848677,0.16982421875,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-a7768d81,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.8378893256404255,0.7284995817583408,0.0,3.0,0.5479670038135703,0.8378893256404255,0.7284995817583408,0.7777777777777778,3.0,0.4930362564972324,0.8378893256404255,0.7284995817583408,0.9333333333333333,4.0,0.1597202345414092,0.8378893256404255,0.7284995817583408,0.11897786458333334,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-31c74a39,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.17245062041295361,0.5152403887927612,0.0,3.0,0.6127395284236566,0.17245062041295361,0.5152403887927612,0.6,3.0,0.5756449046520754,0.17245062041295361,0.5152403887927612,0.6777777777777778,4.0,0.1597202345414092,0.17245062041295361,0.5152403887927612,0.10390625,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-26739f32,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.8388302304434667,0.7305300081915305,0.0,3.0,0.33219939016767686,0.8388302304434667,0.7305300081915305,0.4,3.0,0.22193418797562733,0.8388302304434667,0.7305300081915305,0.4777777777777778,3.0,0.2300539589639064,0.8388302304434667,0.7305300081915305,0.41111111111111115,3.0,0.23263103641150076,0.8388302304434667,0.7305300081915305,0.37777777777777777,3.0,0.23203413885662386,0.8388302304434667,0.7305300081915305,0.9777777777777779,4.0,0.1597202345414092,0.8388302304434667,0.7305300081915305,0.13907335069444446,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-1594d0dd,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.03139907438170386,0.5350126001656967,0.0,3.0,0.6996252950992239,0.03139907438170386,0.5350126001656967,0.7111111111111111,3.0,0.6554349711586053,0.03139907438170386,0.5350126001656967,0.3666666666666667,4.0,0.1597202345414092,0.03139907438170386,0.5350126001656967,0.14463975694444445,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-3d3823e8,0,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.7621887638967666,0.03851110867514712,0.0,3.0,0.26312109088037916,0.7621887638967666,0.03851110867514712,0.8333333333333334,3.0,0.14592815542251913,0.7621887638967666,0.03851110867514712,0.7444444444444445,3.0,0.1831129459405749,0.7621887638967666,0.03851110867514712,0.7444444444444445,4.0,0.1597202345414092,0.7621887638967666,0.03851110867514712,0.03602430555555556,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-b44bb12e,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.8284176813942561,0.7269607467091623,0.0,3.0,0.3405572242334046,0.8284176813942561,0.7269607467091623,0.6777777777777778,3.0,0.244926904621889,0.8284176813942561,0.7269607467091623,0.8777777777777778,4.0,0.1597202345414092,0.8284176813942561,0.7269607467091623,0.07760416666666667,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-2ab589fc,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.8229787514111262,0.7311638381233263,0.0,3.0,0.6456592319131309,0.8229787514111262,0.7311638381233263,0.7555555555555555,3.0,0.5819492313150645,0.8229787514111262,0.7311638381233263,0.5333333333333333,3.0,0.5659711327043181,0.8229787514111262,0.7311638381233263,0.8777777777777778,4.0,0.1597202345414092,0.8229787514111262,0.7311638381233263,0.12452256944444445,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
job-e24f0e78,1,1.0,0.0,0.4002879468440276,0.2096849194929042,0.0,2.0,0.07181984646954369,0.8264987422623458,0.7329545825281412,0.0,3.0,0.5715117955437152,0.8264987422623458,0.7329545825281412,0.6222222222222223,3.0,0.5203966317434597,0.8264987422623458,0.7329545825281412,0.9555555555555556,3.0,0.5307094336819407,0.8264987422623458,0.7329545825281412,0.5888888888888889,4.0,0.1597202345414092,0.8264987422623458,0.7329545825281412,0.1601779513888889,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0,0.0,0.0,0.4002879468440276,0.2096849194929042,0.0
